vector_size,window,min_count,sg,moor_variance_mean_sim,moor_mean_std,moor_sim_range,moor_trend_strength,moor_n_decades,moor_coverage,inboorling_variance_mean_sim,inboorling_mean_std,inboorling_sim_range,inboorling_trend_strength,inboorling_n_decades,inboorling_coverage,total_records,avg_coverage
100,7,2,1,0.00010387642860274256,0.039543580395331915,0.03528001536449499,0.33774263271363525,10,1.0,0.0038389364064808384,0.08199327845809802,0.19485518713117445,0.5174741476891277,10,1.0,20,1.0
100,7,3,0,0.0007428255511967602,0.05106287368122735,0.08029239631611718,0.47827904479014416,10,1.0,0.014546611529601433,0.15138868546059508,0.35998953438521025,0.5770872812668045,10,1.0,20,1.0
100,7,3,1,0.00034143692932942133,0.04010499324801016,0.06602927936261971,0.4295746930730382,10,1.0,0.002587626436969213,0.0812019575166334,0.15997966914468387,0.4802358662153071,10,1.0,20,1.0
100,7,4,0,0.0025905558550891267,0.10339878503243335,0.1614812391020971,0.47457084907813385,10,1.0,0.02626179533378125,0.18425183301989026,0.4266528037630876,0.3593224585540088,10,1.0,20,1.0
100,7,4,1,0.0006404253189771942,0.05646227454750673,0.08732053414331475,0.23831130974910977,10,1.0,0.0074101202944656195,0.11425219412927845,0.2158985392552682,0.198792636392054,10,1.0,20,1.0
100,7,5,0,0.006673612089076267,0.16237907418541764,0.24476040822423617,0.5001478273544475,10,1.0,0.040313171118970134,0.2269278657808293,0.5033883478493102,0.2704779429735729,10,1.0,20,1.0
100,7,5,1,0.004781286739397693,0.12988306581085549,0.19478029478713188,0.46785884298771513,10,1.0,0.02060497539132774,0.1707674184320272,0.4324330181757706,0.37517661977693145,10,1.0,20,1.0
100,10,1,0,0.00022447814114896092,0.0373661390063942,0.04636972903692138,0.16139880406840518,10,1.0,0.02349228193483118,0.18880184382771342,0.40916371995607814,0.2982280803339708,10,1.0,20,1.0
100,10,1,1,0.0008328315739810094,0.04061725686910481,0.10491993807471067,0.2666372477866941,10,1.0,0.004116215743639719,0.08060943711368904,0.21212755157793894,0.2731903467777252,10,1.0,20,1.0
100,10,2,0,7.333255770005353e-05,0.026069156261684316,0.029627431209674593,0.14160791914965704,10,1.0,0.006801158215616545,0.1080199794096565,0.2675304216234683,0.5277573311614479,10,1.0,20,1.0
100,10,2,1,0.0003236664774998592,0.04048987280224779,0.06239816432526535,0.6661007476388385,10,1.0,0.0059089958837111895,0.09702012738618448,0.2246093996042981,0.5688528268967217,10,1.0,20,1.0
100,10,3,0,0.0009638949785456565,0.056113699869720444,0.10048308372755255,0.5083027763581691,10,1.0,0.01594901657019567,0.1542128686013533,0.3823462327195594,0.5896319107892015,10,1.0,20,1.0
100,10,3,1,0.0005361667421698722,0.042046238832035975,0.07859340977324103,0.2849442340101317,10,1.0,0.005113676004735725,0.09915079797697898,0.22052887909408248,0.46953922312585933,10,1.0,20,1.0
100,10,4,0,0.0034860924258079302,0.11368668382163694,0.1706610836393484,0.5678756184271341,10,1.0,0.033376678775143956,0.206144481657333,0.46731642844637505,0.31973221142297237,10,1.0,20,1.0
100,10,4,1,0.0009579796908956818,0.06370057007320282,0.10493661850676739,0.09757621277905383,10,1.0,0.012213194306793162,0.13615982009893174,0.31100279891568394,0.15608186520560446,10,1.0,20,1.0
100,10,5,0,0.007679021519291139,0.16949853129834377,0.24993657241578082,0.5386795107614112,10,1.0,0.044661695110896654,0.23958848211975772,0.5046643466073882,0.23380905931583898,10,1.0,20,1.0
100,10,5,1,0.004855536315218998,0.1316212169297458,0.1981858608100413,0.5274802407748386,10,1.0,0.019050280401240915,0.16728111142933144,0.4222817477820422,0.3063469843676191,10,1.0,20,1.0
200,3,1,0,0.00041869255968803926,0.04818352883079273,0.05706398607817609,0.1640051145917708,10,1.0,0.024698080103742352,0.2548568282895437,0.450542272239118,0.41531900253189674,10,1.0,20,1.0
200,3,1,1,0.00011965395630267657,0.029515095337296605,0.03451495082735723,0.19357098035362022,10,1.0,0.01395511986455041,0.141147666715232,0.34213601408583183,0.30159633323366886,10,1.0,20,1.0
200,3,2,0,0.000470524864286139,0.052667668957566596,0.07404982430533857,0.48374255271817984,10,1.0,0.020342402871184745,0.18688052646958614,0.4529307240347641,0.4834078213079938,10,1.0,20,1.0
200,3,2,1,5.5778028740891774e-05,0.02235839804724196,0.023467453535248373,0.33235692771361564,10,1.0,0.0008559215450735268,0.04158523531756081,0.1069074394952414,0.4677657523244966,10,1.0,20,1.0
200,3,3,0,0.0008239366602016676,0.05763884352302266,0.09140904089144064,0.48397596167752327,10,1.0,0.019282994633779842,0.1847177257418723,0.4428945087416845,0.4434251024981845,10,1.0,20,1.0
200,3,3,1,0.0003546287418219354,0.03563303436235153,0.0590377982368524,0.01742607205197796,10,1.0,0.004061899950923264,0.07834647324932839,0.2166393565396847,0.49574322264047965,10,1.0,20,1.0
200,3,4,0,0.003529416285209124,0.11309238359854996,0.1730332085339068,0.5790970630422312,10,1.0,0.04028228101517995,0.2228623373614441,0.5252248655674138,0.31272197799895185,10,1.0,20,1.0
200,3,4,1,0.001717658605306524,0.07680609527096283,0.13009076431409672,0.49300032346628214,10,1.0,0.02343215854303743,0.16881618950586938,0.48312313423333325,0.550018396377154,10,1.0,20,1.0
200,3,5,0,0.006190571063546962,0.16737689575709414,0.22692628624389977,0.5946212575988126,10,1.0,0.04811421561858144,0.24379145373651614,0.532542574347303,0.24140530222621254,10,1.0,20,1.0
200,3,5,1,0.005306189891703197,0.1358953935286608,0.22176738803061757,0.5456724398822709,10,1.0,0.03102337180276828,0.1962984551458839,0.5007221298015345,0.41176513990027774,10,1.0,20,1.0
200,5,1,0,0.0004517248391493111,0.05354851761581146,0.06124615181166193,0.188645928302976,10,1.0,0.0243963763327683,0.22140304612901202,0.44421271104957594,0.36573896223546387,10,1.0,20,1.0
200,5,1,1,9.949930026585479e-05,0.023645926904720352,0.03669201825126778,0.30407849974250617,10,1.0,0.0014391874853076458,0.04766549289190892,0.12763208322503428,0.5285362535068612,10,1.0,20,1.0
200,5,2,0,0.00019829409524757844,0.037235586675590154,0.04713962842160113,0.48353883005839915,10,1.0,0.01287766147765811,0.14557100607386536,0.37168324499570826,0.4761785144048237,10,1.0,20,1.0
200,5,2,1,0.00018243033540952988,0.028340621120917175,0.05029231809490842,0.35933264053063263,10,1.0,0.00036356096173305346,0.03490136572962137,0.05828724449291278,0.03560704673884254,10,1.0,20,1.0
200,5,3,0,0.0008130026957712484,0.05455584190942322,0.09026786056550096,0.4891068743965475,10,1.0,0.018837508679513015,0.16715023082356034,0.4250196914057003,0.58809028689612,10,1.0,20,1.0
200,5,3,1,0.0005036232738249563,0.041944707621111785,0.06480154168097374,0.25658007487230755,10,1.0,0.0009374498250757769,0.054620474126892214,0.07025944720323085,0.21722515766844558,10,1.0,20,1.0
200,5,4,0,0.003871531514526694,0.11361587903087204,0.19542527834222478,0.49323845492204776,10,1.0,0.03561992845918359,0.21007441486272987,0.5239304981578454,0.30825762458803746,10,1.0,20,1.0
200,5,4,1,0.0012360665621112842,0.06405554098065426,0.10604398578690721,0.24625890743834208,10,1.0,0.012681211002578883,0.1284483350304944,0.3708052723119125,0.46685625069011927,10,1.0,20,1.0
200,5,5,0,0.006645343214224891,0.16640925424076197,0.2470862335350107,0.5722306149608843,10,1.0,0.045336541988212645,0.23672775015262876,0.5205794486507633,0.2377306609010441,10,1.0,20,1.0
200,5,5,1,0.0037861207866046625,0.12232712235961278,0.1774727354772857,0.5714165730535655,10,1.0,0.02324136296768505,0.1717626717202807,0.4740994336674009,0.44332557628848307,10,1.0,20,1.0
200,7,1,0,0.0003372969830739955,0.049493609320509335,0.05585218660904634,0.09496471722637759,10,1.0,0.024421556352561644,0.20539400680888437,0.4308188996322555,0.34244224266438483,10,1.0,20,1.0
200,7,1,1,0.00013025862462198867,0.024602202253680375,0.03948247800320326,0.19224790369819003,10,1.0,0.00030181176837266413,0.032219396391760406,0.05388890245786315,0.3508772733579964,10,1.0,20,1.0
200,7,2,0,0.000155234608880176,0.03325610020574123,0.04052553215900745,0.5814307351382887,10,1.0,0.012509335250871181,0.14411932064026062,0.35025866847528564,0.5233875301142662,10,1.0,20,1.0
200,7,2,1,0.0002317220359079838,0.02927683663868903,0.047649015821653595,0.012551744001377986,10,1.0,0.0036807608206628007,0.07592166689304393,0.19873908029381848,0.4703342716973563,10,1.0,20,1.0
200,7,3,0,0.0005419521298385699,0.04645276308418877,0.07274691250093046,0.3423175770543752,10,1.0,0.01627575356067295,0.1551169955898272,0.41064425524417986,0.5694707621171361,10,1.0,20,1.0
200,7,3,1,0.0003852345708121942,0.03887363682490859,0.06219693037095142,0.301276764511409,10,1.0,0.0031808513790830654,0.08066965088710157,0.1860355111817168,0.49774472213334586,10,1.0,20,1.0
200,7,4,0,0.0035586086722932237,0.10775265101627078,0.1969484002990185,0.4436511587487107,10,1.0,0.030054323451104824,0.19295473426685608,0.4863937195581615,0.3750920025325249,10,1.0,20,1.0
200,7,4,1,0.0006697084434792121,0.05256471243023224,0.08253493791728372,0.1486039356296222,10,1.0,0.006307101099690837,0.1006869893782274,0.23208089087123374,0.2449777637864526,10,1.0,20,1.0
200,7,5,0,0.006847108912313928,0.16558787060821745,0.24126533878496625,0.5468954148739439,10,1.0,0.04088306841377163,0.22569659199723313,0.521237192441903,0.29226660552440237,10,1.0,20,1.0
200,7,5,1,0.004346951931988264,0.12658502583981782,0.19781192475646847,0.5250597864568729,10,1.0,0.019137993564260637,0.15564543400155384,0.46177252831051463,0.48020407496856343,10,1.0,20,1.0
200,10,1,0,0.00012978829711685565,0.037537989130136826,0.03534955613005353,0.3389846808813325,10,1.0,0.021150225812597376,0.17620428131297308,0.4044952895464699,0.3344505218597011,10,1.0,20,1.0
200,10,1,1,9.936177280812225e-05,0.030145178301805457,0.028333855545863984,0.07435455540761395,10,1.0,0.0027798268273526985,0.06776926309761164,0.17799058065955142,0.3950765925490705,10,1.0,20,1.0
200,10,2,0,0.00014749487295482455,0.02936914133155339,0.041473722732359386,0.45937360382232,10,1.0,0.009530760969305992,0.11911422377587835,0.32006305504522947,0.5328334067904817,10,1.0,20,1.0
200,10,2,1,0.00019756830598083343,0.03049061945664467,0.05170511188475002,0.3106446644134296,10,1.0,0.005744102516913099,0.09380177444577911,0.2093727628522406,0.5957943603179646,10,1.0,20,1.0
200,10,3,0,0.0008865504336362901,0.05446327763363962,0.08912145585913722,0.41601006695833287,10,1.0,0.018325677867034994,0.15824479262934457,0.43775898196029683,0.5711014096389923,10,1.0,20,1.0
200,10,3,1,0.0005150391406388017,0.042102251528767495,0.06523279275385052,0.471966653848543,10,1.0,0.0073240646730286674,0.10735455658174162,0.2673655510290703,0.5782748010478694,10,1.0,20,1.0
200,10,4,0,0.0041735898625214944,0.11449584574206266,0.19427927709482373,0.5557881990603207,10,1.0,0.03732410221666256,0.21494393682224966,0.5125428933437147,0.3327667957258642,10,1.0,20,1.0
200,10,4,1,0.0006801503465950668,0.05810613683790531,0.07640754093692037,0.19630077479535557,10,1.0,0.009540647344134845,0.11568249021190698,0.3010795548191147,0.26606527216610276,10,1.0,20,1.0
200,10,5,0,0.007877312766066888,0.174509353161243,0.2478979556397818,0.5885003784808545,10,1.0,0.043998676448162896,0.23416827693949172,0.5230677496362178,0.25149320444702916,10,1.0,20,1.0
200,10,5,1,0.005244535974071756,0.13810671779638706,0.21765482456498453,0.5324464838373604,10,1.0,0.016882776051868054,0.15368004446188493,0.4279774774139131,0.31411964859975905,10,1.0,20,1.0
300,3,1,0,0.00043498272133122987,0.04831533364230198,0.06241749743402736,0.02539766723379501,10,1.0,0.0213842798753139,0.27157168157373135,0.43473303913968125,0.44143331272664676,10,1.0,20,1.0
300,3,1,1,0.0001270395253939047,0.028468566275148786,0.03119133317948064,0.09775655260283594,10,1.0,0.012116672596191877,0.1320019578798085,0.3173923547138408,0.33192162444132145,10,1.0,20,1.0
300,3,2,0,0.00046239049177064967,0.052567051047193815,0.07114252625979678,0.5161941365140951,10,1.0,0.020040944164530304,0.18536698897284895,0.45002950908404205,0.5096101286141813,10,1.0,20,1.0
300,3,2,1,6.838801277634294e-05,0.02185306809192967,0.026230484251932196,0.5103033259314039,10,1.0,0.000774030706238497,0.03990294946506842,0.09770100516265157,0.5701280938018964,10,1.0,20,1.0
300,3,3,0,0.001385407304531262,0.0698408643654193,0.11560277147303744,0.49996556922457075,10,1.0,0.02000185799158533,0.19330827798852726,0.43815430600950606,0.4342723437958493,10,1.0,20,1.0
300,3,3,1,0.00018790077402514158,0.033376000635816215,0.03882470250713477,0.19302833365108785,10,1.0,0.0036642411950958986,0.0779412280645991,0.1967675215078768,0.5292287152796598,10,1.0,20,1.0
300,3,4,0,0.005420517783709984,0.13638555638172783,0.21268456512247003,0.5785309504505054,10,1.0,0.040815214312354325,0.2250950544865864,0.5272048043305996,0.3692866153577546,10,1.0,20,1.0
300,3,4,1,0.0025284278688240446,0.09058790501115306,0.14472963496922542,0.576859042326647,10,1.0,0.025545719935607624,0.17746575838591003,0.48888512278842733,0.5736743301441055,10,1.0,20,1.0
300,3,5,0,0.00785452392837955,0.18428059599035684,0.2412319986108461,0.583521626104819,10,1.0,0.05079515262772459,0.251524183622402,0.542171404596346,0.26572141586491643,10,1.0,20,1.0
300,3,5,1,0.007798190495687696,0.15531270130022234,0.261508437993177,0.6126467047661073,10,1.0,0.037365651325868124,0.2153320432437788,0.5330449355853004,0.4490502099211143,10,1.0,20,1.0
300,5,1,0,0.0005113552718237679,0.055503669319628954,0.06644897642135905,0.15878353321490515,10,1.0,0.022769375548343847,0.22691498987090916,0.4456768718311094,0.40560908562843406,10,1.0,20,1.0
300,5,1,1,0.00011528277332714997,0.021003576669049805,0.039844589729852165,0.17948608418907358,10,1.0,0.0010594502364206575,0.04281308959608031,0.11049824687491461,0.4782779588059901,10,1.0,20,1.0
300,5,2,0,0.00024386127959319712,0.03919397208976281,0.044783273149577085,0.5768081198075424,10,1.0,0.012192969334509722,0.14169007089137767,0.3604495163086463,0.5155023868545284,10,1.0,20,1.0
300,5,2,1,8.277567950604601e-05,0.02500334191760693,0.037769955090630636,0.25837773225910027,10,1.0,0.0003538663716232782,0.03587553086612562,0.05608997398727289,0.2886181398952395,10,1.0,20,1.0
300,5,3,0,0.0011522456486387366,0.062173706172839883,0.09869815275954763,0.5528669669114039,10,1.0,0.019513110836194066,0.17220233556385942,0.41959200032339594,0.5930687141221426,10,1.0,20,1.0
300,5,3,1,0.00025586339551284855,0.03694804830656897,0.05230404881909756,0.028300535241120053,10,1.0,0.0006921369209087647,0.05220542661170822,0.07605242543188195,0.0715050602068823,10,1.0,20,1.0
