word,decade,mean_sim,std_sim,n_comparisons,vector_size,window,min_count,sg
inboorling,1710,0.2277177751270113,0.04716785516705008,9,50,3,3,0
inboorling,1720,0.7644530169568754,0.20369133082694943,9,50,3,3,0
inboorling,1730,0.7010318754843315,0.2543086586955269,9,50,3,3,0
inboorling,1740,0.7139266741037277,0.2715471516914369,9,50,3,3,0
inboorling,1750,0.6930216166206203,0.2701954435346191,9,50,3,3,0
inboorling,1760,0.7343682233010856,0.24415397868111016,9,50,3,3,0
inboorling,1770,0.7365101091286546,0.23413761733237556,9,50,3,3,0
inboorling,1780,0.723984448100841,0.2447158134088013,9,50,3,3,0
inboorling,1790,0.544672658805527,0.18960000139203598,9,50,3,3,0
moor,1700,0.721350198910621,0.07965383988714585,9,50,3,3,1
moor,1710,0.764040524264027,0.06064742522774329,9,50,3,3,1
moor,1720,0.8337755084063846,0.06190039321773322,9,50,3,3,1
moor,1730,0.7817550885763065,0.06277678827224643,9,50,3,3,1
moor,1740,0.8057958333202297,0.08963427211733097,9,50,3,3,1
moor,1750,0.7875154464322718,0.08006576363882445,9,50,3,3,1
moor,1760,0.8087141400374414,0.08091543138751425,9,50,3,3,1
moor,1770,0.8200922647071529,0.05392646876664923,9,50,3,3,1
moor,1780,0.817559343371173,0.0572265118167253,9,50,3,3,1
moor,1790,0.7497649309419141,0.035729676985842576,9,50,3,3,1
inboorling,1700,0.6019082273541728,0.09314435861174196,9,50,3,3,1
inboorling,1710,0.4595558941181298,0.07272462027391055,9,50,3,3,1
inboorling,1720,0.787232770137394,0.1134653231310597,9,50,3,3,1
inboorling,1730,0.6959594104816408,0.15073626674736207,9,50,3,3,1
inboorling,1740,0.7379709932257361,0.1742039570463512,9,50,3,3,1
inboorling,1750,0.7249496692430374,0.15178045716137942,9,50,3,3,1
inboorling,1760,0.7493064720649789,0.14564362337390555,9,50,3,3,1
inboorling,1770,0.753380198995749,0.12067591230296071,9,50,3,3,1
inboorling,1780,0.7247819089772166,0.1283930615792137,9,50,3,3,1
inboorling,1790,0.6827681422117597,0.08588567445567295,9,50,3,3,1
moor,1700,0.6459535879082485,0.1485091303171679,9,50,3,4,0
moor,1710,0.621286831328615,0.16371678815011995,9,50,3,4,0
moor,1720,0.8027367355474087,0.11419025562316557,9,50,3,4,0
moor,1730,0.7928168928164792,0.11452239272736245,9,50,3,4,0
moor,1740,0.7912782435362927,0.13723250229317793,9,50,3,4,0
moor,1750,0.8143199340243155,0.1295877043464231,9,50,3,4,0
moor,1760,0.7744026164127743,0.1725174160503393,9,50,3,4,0
moor,1770,0.7877214545222018,0.13536349699488281,9,50,3,4,0
moor,1780,0.7752438744678225,0.16070493003480227,9,50,3,4,0
moor,1790,0.7508967540161128,0.06627926790974821,9,50,3,4,0
inboorling,1700,0.35749996722908645,0.10424753502121789,9,50,3,4,0
inboorling,1710,0.09047571869095622,0.039726239729258435,9,50,3,4,0
inboorling,1720,0.6989075565852665,0.24759780791601047,9,50,3,4,0
inboorling,1730,0.6572726407119465,0.27928430622296585,9,50,3,4,0
inboorling,1740,0.6780367872925875,0.29142463252676826,9,50,3,4,0
inboorling,1750,0.6925562288361462,0.30525193428300457,9,50,3,4,0
inboorling,1760,0.6859857917561349,0.28855913740241945,9,50,3,4,0
inboorling,1770,0.6797725857266879,0.2842428474427171,9,50,3,4,0
inboorling,1780,0.6726823829545667,0.30199696386092384,9,50,3,4,0
inboorling,1790,0.39500243650546074,0.11680884427191375,9,50,3,4,0
moor,1700,0.6533850770596107,0.11824705519922371,9,50,3,4,1
moor,1710,0.6660296208491885,0.12020487662750849,9,50,3,4,1
moor,1720,0.8042424328872176,0.04676161964173188,9,50,3,4,1
moor,1730,0.7933871925805903,0.09026310472184348,9,50,3,4,1
moor,1740,0.781307487040035,0.12324166766294582,9,50,3,4,1
moor,1750,0.7994476908837662,0.10233592955395512,9,50,3,4,1
moor,1760,0.7664758198558155,0.14322141262680282,9,50,3,4,1
moor,1770,0.7695993987790641,0.10560151584693739,9,50,3,4,1
moor,1780,0.7962336783261571,0.11490490859652183,9,50,3,4,1
moor,1790,0.733107140685035,0.03861909767371506,9,50,3,4,1
inboorling,1700,0.46162488414683406,0.13208645712380598,9,50,3,4,1
inboorling,1710,0.13700291856933675,0.059833567896493585,9,50,3,4,1
inboorling,1720,0.7053947854967855,0.21275143793331178,9,50,3,4,1
inboorling,1730,0.6788552189089039,0.23394732411275346,9,50,3,4,1
inboorling,1740,0.7013000490663179,0.25241900241693005,9,50,3,4,1
inboorling,1750,0.7021976578809926,0.25117613130649186,9,50,3,4,1
inboorling,1760,0.6931690376431247,0.24240741008843994,9,50,3,4,1
inboorling,1770,0.6774279541673491,0.2354338538783517,9,50,3,4,1
inboorling,1780,0.6850959075660742,0.26648874884681467,9,50,3,4,1
inboorling,1790,0.6197561060144557,0.13380351918597055,9,50,3,4,1
moor,1700,0.601193103974395,0.19606674300837793,9,50,3,5,0
moor,1710,0.6019464817896965,0.1965480686884289,9,50,3,5,0
moor,1720,0.7568390555285766,0.11410048824403309,9,50,3,5,0
moor,1730,0.7134210006725081,0.18723224987136533,9,50,3,5,0
moor,1740,0.7634747247834833,0.10360396123504004,9,50,3,5,0
moor,1750,0.7587784957309767,0.1461744165719031,9,50,3,5,0
moor,1760,0.73290765718785,0.18884526412561634,9,50,3,5,0
moor,1770,0.7121987728336338,0.16516507549820933,9,50,3,5,0
moor,1780,0.7014605272772779,0.15712291094704187,9,50,3,5,0
moor,1790,0.6597459182542399,0.15016101278000973,9,50,3,5,0
inboorling,1700,0.28594819707058616,0.10795882790385013,9,50,3,5,0
inboorling,1710,0.05524418805766672,0.05477640056983983,9,50,3,5,0
inboorling,1720,0.6459633838504261,0.24463495937923932,9,50,3,5,0
inboorling,1730,0.6280276526006597,0.2920462785084566,9,50,3,5,0
inboorling,1740,0.6126534160373551,0.3114969004644934,9,50,3,5,0
inboorling,1750,0.6429965866565954,0.31054721990452877,9,50,3,5,0
inboorling,1760,0.6597949158657754,0.29941315152763925,9,50,3,5,0
inboorling,1770,0.6101993098464152,0.3084996329835549,9,50,3,5,0
inboorling,1780,0.5954426952994096,0.29742679974555564,9,50,3,5,0
inboorling,1790,0.26215466667517257,0.1112889404950583,9,50,3,5,0
moor,1700,0.6025613540910195,0.15977992984885023,9,50,3,5,1
moor,1710,0.6180470046807695,0.15826149774773915,9,50,3,5,1
moor,1720,0.7420891915724854,0.10871812271385115,9,50,3,5,1
moor,1730,0.7153375571920283,0.13949216108341134,9,50,3,5,1
moor,1740,0.7693562799306732,0.06744624573825998,9,50,3,5,1
moor,1750,0.7534884622548913,0.1214581963327011,9,50,3,5,1
moor,1760,0.726611129051247,0.14667678518860358,9,50,3,5,1
moor,1770,0.6667085777016553,0.14388085896860017,9,50,3,5,1
moor,1780,0.7413841803328268,0.11478303986536809,9,50,3,5,1
moor,1790,0.6705050729389396,0.06989344516004296,9,50,3,5,1
inboorling,1700,0.33848965064346326,0.12753391987817672,9,50,3,5,1
inboorling,1710,0.0885120542221905,0.04848286548353037,9,50,3,5,1
inboorling,1720,0.6587951673431918,0.19686898833874594,9,50,3,5,1
inboorling,1730,0.617676292955053,0.2506934065981611,9,50,3,5,1
inboorling,1740,0.6232439473729623,0.26140919962422265,9,50,3,5,1
inboorling,1750,0.6580681073633736,0.26027720806679067,9,50,3,5,1
inboorling,1760,0.64175062959051,0.2525156540341649,9,50,3,5,1
inboorling,1770,0.5714175888718452,0.25506152533728943,9,50,3,5,1
inboorling,1780,0.5951710407205513,0.2634529274170137,9,50,3,5,1
inboorling,1790,0.4165514874587615,0.13696178785676402,9,50,3,5,1
moor,1700,0.8861535470760868,0.06935552050646612,9,50,5,1,0
moor,1710,0.8844421307040855,0.067501705889421,9,50,5,1,0
moor,1720,0.921531822768348,0.020041953792886813,9,50,5,1,0
moor,1730,0.8924874892384174,0.033208994008526345,9,50,5,1,0
moor,1740,0.9192520213132903,0.024413199985165664,9,50,5,1,0
moor,1750,0.9139440948919333,0.023962227146664874,9,50,5,1,0
moor,1760,0.8975836802677575,0.03355700652273891,9,50,5,1,0
moor,1770,0.8493035246428764,0.05122973039578114,9,50,5,1,0
moor,1780,0.8823775437461596,0.03709360365121593,9,50,5,1,0
moor,1790,0.9098476561780653,0.05381472644920301,9,50,5,1,0
inboorling,1700,0.36139840980876464,0.2500182711769815,9,50,5,1,0
inboorling,1710,0.13911690035706947,0.081261242069124,9,50,5,1,0
inboorling,1720,0.47855463491538724,0.25818851278972016,9,50,5,1,0
inboorling,1730,0.46301265137813136,0.1794136683786342,9,50,5,1,0
inboorling,1740,0.5090232340941928,0.35359226079549383,9,50,5,1,0
inboorling,1750,0.5462459156200478,0.33148401397325705,9,50,5,1,0
inboorling,1760,0.6085844062920763,0.30503442132620545,9,50,5,1,0
inboorling,1770,0.5740904174399826,0.3084133286957165,9,50,5,1,0
inboorling,1780,0.6119767377152532,0.2874385786446995,9,50,5,1,0
inboorling,1790,0.08917660263722671,0.23575624957359725,9,50,5,1,0
moor,1700,0.8546069545604804,0.04442817125296768,9,50,5,1,1
moor,1710,0.8486415506053083,0.03338431744183514,9,50,5,1,1
moor,1720,0.8282469303391312,0.02824700044158794,9,50,5,1,1
moor,1730,0.8396563374965249,0.03616889214537436,9,50,5,1,1
moor,1740,0.8414981895408218,0.024991670606635295,9,50,5,1,1
moor,1750,0.854692829907809,0.025831568353184845,9,50,5,1,1
moor,1760,0.8479736083178139,0.010381104815497227,9,50,5,1,1
moor,1770,0.8144595777601715,0.025790776983785176,9,50,5,1,1
moor,1780,0.8298186410410842,0.03055114470653905,9,50,5,1,1
moor,1790,0.871712720692882,0.032243445543132354,9,50,5,1,1
inboorling,1700,0.7261479969150714,0.05972066152022855,9,50,5,1,1
inboorling,1710,0.6577416747706565,0.029745515034556604,9,50,5,1,1
inboorling,1720,0.7695685487488788,0.05344260480032984,9,50,5,1,1
inboorling,1730,0.7689157069881521,0.07340845346928732,9,50,5,1,1
inboorling,1740,0.7694014524225945,0.07262572727089125,9,50,5,1,1
inboorling,1750,0.7916466671415427,0.08171115595903808,9,50,5,1,1
inboorling,1760,0.8068557504698246,0.04476417433946571,9,50,5,1,1
inboorling,1770,0.766732713888947,0.059401036200764014,9,50,5,1,1
inboorling,1780,0.7668438432135166,0.08514365043669914,9,50,5,1,1
inboorling,1790,0.7287361616845137,0.05418018545378394,9,50,5,1,1
moor,1700,0.8890408260687624,0.03846744094464219,9,50,5,2,0
moor,1710,0.8718342587579664,0.04394247836193608,9,50,5,2,0
moor,1720,0.8838303477849807,0.03134757938412604,9,50,5,2,0
moor,1730,0.8944461862394336,0.024167412784131415,9,50,5,2,0
moor,1740,0.8955146452818319,0.02197660257972149,9,50,5,2,0
moor,1750,0.8819901652427506,0.029841259335474473,9,50,5,2,0
moor,1760,0.9020483561151362,0.015374279950769332,9,50,5,2,0
moor,1770,0.8662683434314308,0.018658097432481965,9,50,5,2,0
moor,1780,0.8608509655057255,0.02683721631062893,9,50,5,2,0
moor,1790,0.8915081695755238,0.03932083884038979,9,50,5,2,0
inboorling,1700,0.672561027241221,0.14537812370886288,9,50,5,2,0
inboorling,1710,0.40046540426645283,0.04786015703088279,9,50,5,2,0
inboorling,1720,0.8029848205909941,0.1482683540345507,9,50,5,2,0
inboorling,1730,0.7744755556358651,0.17176102760871856,9,50,5,2,0
inboorling,1740,0.7625577663680225,0.19267320105728641,9,50,5,2,0
inboorling,1750,0.8057626395292161,0.1424722522553426,9,50,5,2,0
inboorling,1760,0.8059329718522523,0.15122389731478425,9,50,5,2,0
inboorling,1770,0.8012657463179246,0.1376062363062831,9,50,5,2,0
inboorling,1780,0.7871290130391818,0.14687051262299022,9,50,5,2,0
inboorling,1790,0.7350511161131144,0.15208620438405118,9,50,5,2,0
moor,1700,0.8228210613753585,0.05837972587896824,9,50,5,2,1
moor,1710,0.813049494484056,0.05752487925306577,9,50,5,2,1
moor,1720,0.8234593004796822,0.04807313563585703,9,50,5,2,1
moor,1730,0.7400011382547931,0.015633510660002074,9,50,5,2,1
moor,1740,0.8106413928836477,0.04211558495082758,9,50,5,2,1
moor,1750,0.7924565268050664,0.026629725574585338,9,50,5,2,1
moor,1760,0.7945324301008133,0.02793976086646456,9,50,5,2,1
moor,1770,0.8055083020864849,0.03774531327811277,9,50,5,2,1
moor,1780,0.7893433759944819,0.031286403201444594,9,50,5,2,1
moor,1790,0.813020894630632,0.060784842638659554,9,50,5,2,1
inboorling,1700,0.7818915289923254,0.09149018102466758,9,50,5,2,1
inboorling,1710,0.7563297249753267,0.08537241361613158,9,50,5,2,1
inboorling,1720,0.7792616602703695,0.08493314084091617,9,50,5,2,1
inboorling,1730,0.6639267646742382,0.05912665415158676,9,50,5,2,1
inboorling,1740,0.7614720369590207,0.057115263061305606,9,50,5,2,1
inboorling,1750,0.7580806150279422,0.05229992373087778,9,50,5,2,1
inboorling,1760,0.729622161297245,0.04935768891585144,9,50,5,2,1
inboorling,1770,0.6817972621175298,0.06897643814882559,9,50,5,2,1
inboorling,1780,0.6426362070841953,0.04017735657099141,9,50,5,2,1
inboorling,1790,0.775419279223441,0.08529969708980237,9,50,5,2,1
moor,1700,0.7489755831872085,0.09514377206960353,9,50,5,3,0
moor,1710,0.7799603430921079,0.0804806722092936,9,50,5,3,0
moor,1720,0.844249234395555,0.0761444810178431,9,50,5,3,0
moor,1730,0.8537874994875394,0.06911438190472918,9,50,5,3,0
moor,1740,0.8621481786980677,0.0823167213385321,9,50,5,3,0
moor,1750,0.8274135142281391,0.08863564140566356,9,50,5,3,0
moor,1760,0.8575792688593806,0.09116629001045529,9,50,5,3,0
moor,1770,0.8533575762685163,0.06727468767217049,9,50,5,3,0
moor,1780,0.8411097184594835,0.07791195438964356,9,50,5,3,0
moor,1790,0.8180020313077673,0.04526649028484431,9,50,5,3,0
inboorling,1700,0.4820122457936837,0.17016144957195678,9,50,5,3,0
inboorling,1710,0.26119846389801116,0.04742374374827662,9,50,5,3,0
inboorling,1720,0.7760484960367032,0.18086076260340306,9,50,5,3,0
inboorling,1730,0.7293105660763819,0.2490413774321783,9,50,5,3,0
inboorling,1740,0.7403675295417929,0.2593947080030247,9,50,5,3,0
inboorling,1750,0.7180486147893163,0.25009644083985183,9,50,5,3,0
inboorling,1760,0.7616614310766128,0.23937170507283376,9,50,5,3,0
inboorling,1770,0.7675661746860493,0.21125082131317882,9,50,5,3,0
inboorling,1780,0.759520204967336,0.20772728006600474,9,50,5,3,0
inboorling,1790,0.6698608294319324,0.15344757313897403,9,50,5,3,0
moor,1700,0.7346494510835057,0.08377100875698189,9,50,5,3,1
moor,1710,0.7534995111098398,0.07501876889629444,9,50,5,3,1
moor,1720,0.7766586284122633,0.04131899580334637,9,50,5,3,1
moor,1730,0.7519570863684185,0.039293813826733574,9,50,5,3,1
moor,1740,0.7503381155012829,0.06697025928461438,9,50,5,3,1
moor,1750,0.7436156525185944,0.07457847416515563,9,50,5,3,1
moor,1760,0.7673944574796194,0.077206039460917,9,50,5,3,1
moor,1770,0.7751019436315392,0.036968087960916406,9,50,5,3,1
moor,1780,0.7812725769708968,0.04442361871802098,9,50,5,3,1
moor,1790,0.7315960897776325,0.06197539853068839,9,50,5,3,1
inboorling,1700,0.6551683982550766,0.10499106649143518,9,50,5,3,1
inboorling,1710,0.6129312097422189,0.08777842029654116,9,50,5,3,1
inboorling,1720,0.7136620603741786,0.0833977406560335,9,50,5,3,1
inboorling,1730,0.6746767523556352,0.07711777132883575,9,50,5,3,1
inboorling,1740,0.6814203709287977,0.09699738930060268,9,50,5,3,1
inboorling,1750,0.6829376236508206,0.10239931480570717,9,50,5,3,1
inboorling,1760,0.7130475774897242,0.09004302711601046,9,50,5,3,1
inboorling,1770,0.6418068725784332,0.07918046945688803,9,50,5,3,1
inboorling,1780,0.651362175591875,0.0844794592141181,9,50,5,3,1
inboorling,1790,0.6805150698065829,0.06696604357380788,9,50,5,3,1
moor,1700,0.6488212928033728,0.14844789607880537,9,50,5,4,0
moor,1710,0.6092926484331935,0.1686317796497029,9,50,5,4,0
moor,1720,0.7944127990071517,0.1083099611801007,9,50,5,4,0
moor,1730,0.7727330347141282,0.14422631874784772,9,50,5,4,0
moor,1740,0.7905799264843325,0.12290208617487694,9,50,5,4,0
moor,1750,0.829603537377777,0.10883952613507794,9,50,5,4,0
moor,1760,0.7595239817816863,0.17248438766284854,9,50,5,4,0
moor,1770,0.7782454997322862,0.13909670281288622,9,50,5,4,0
moor,1780,0.7841826600122616,0.15751266393458466,9,50,5,4,0
moor,1790,0.7599182990278837,0.059756547958858805,9,50,5,4,0
inboorling,1700,0.389468637242438,0.11132105655285342,9,50,5,4,0
inboorling,1710,0.1066088386532245,0.057224243213518475,9,50,5,4,0
inboorling,1720,0.7109383365366009,0.21767193734306547,9,50,5,4,0
inboorling,1730,0.6588349393411039,0.2974085738818904,9,50,5,4,0
inboorling,1740,0.6836538703674274,0.274027922042046,9,50,5,4,0
inboorling,1750,0.7120365371693678,0.28213213845400165,9,50,5,4,0
inboorling,1760,0.6868420273168852,0.26719632399029325,9,50,5,4,0
inboorling,1770,0.6862825418340617,0.26986471305406734,9,50,5,4,0
inboorling,1780,0.6831991509137215,0.2989467913087043,9,50,5,4,0
inboorling,1790,0.4407236052892814,0.1267594220635,9,50,5,4,0
moor,1700,0.6520554332977796,0.09493135181276992,9,50,5,4,1
moor,1710,0.5874081892144263,0.11993426075714193,9,50,5,4,1
moor,1720,0.763689279389043,0.06235342272963442,9,50,5,4,1
moor,1730,0.7180960140856283,0.08008548776990308,9,50,5,4,1
moor,1740,0.6978445966279013,0.09344711227028822,9,50,5,4,1
moor,1750,0.7591420389888446,0.08533398096667229,9,50,5,4,1
moor,1760,0.7079049502499343,0.1290570047312708,9,50,5,4,1
moor,1770,0.6957258733795777,0.10002893865122113,9,50,5,4,1
moor,1780,0.735059935420104,0.10382085880434404,9,50,5,4,1
moor,1790,0.6927109229060675,0.05823246929954664,9,50,5,4,1
inboorling,1700,0.48316575594136374,0.12791611220460863,9,50,5,4,1
inboorling,1710,0.20815956591720072,0.08071799202359718,9,50,5,4,1
inboorling,1720,0.6719212037131193,0.16901893749895625,9,50,5,4,1
inboorling,1730,0.5759710168730189,0.1953483475237451,9,50,5,4,1
inboorling,1740,0.597669593765328,0.18609490508326218,9,50,5,4,1
inboorling,1750,0.6596201360519155,0.17016181292753157,9,50,5,4,1
inboorling,1760,0.6079557297508419,0.18806277242413566,9,50,5,4,1
inboorling,1770,0.507328545178049,0.15327716283291443,9,50,5,4,1
inboorling,1780,0.5445083503179081,0.17489251119978336,9,50,5,4,1
inboorling,1790,0.6008788303968963,0.12507132100539842,9,50,5,4,1
moor,1700,0.6105423953504285,0.19166909016952358,9,50,5,5,0
moor,1710,0.5930212203844492,0.19829615363050818,9,50,5,5,0
moor,1720,0.7553982034058255,0.11059215767071309,9,50,5,5,0
moor,1730,0.7327665992142155,0.15691548394624558,9,50,5,5,0
moor,1740,0.7547199414651736,0.1030148887227992,9,50,5,5,0
moor,1750,0.7644717875584613,0.12551702800595566,9,50,5,5,0
moor,1760,0.7413355747972324,0.1586005836774167,9,50,5,5,0
moor,1770,0.7246817372999595,0.1729625092488131,9,50,5,5,0
moor,1780,0.6627076836552589,0.18212769783229482,9,50,5,5,0
moor,1790,0.6850058866229082,0.13136933484806282,9,50,5,5,0
inboorling,1700,0.32018892222120376,0.12294694435082622,9,50,5,5,0
inboorling,1710,0.087758426516781,0.056990074131971144,9,50,5,5,0
inboorling,1720,0.6543962498120303,0.23282780051662785,9,50,5,5,0
inboorling,1730,0.643239690045307,0.2724373467612462,9,50,5,5,0
inboorling,1740,0.6173082327095517,0.2972966059275339,9,50,5,5,0
inboorling,1750,0.6591837186814204,0.2710027426710685,9,50,5,5,0
inboorling,1760,0.6612201336215114,0.28094154229561447,9,50,5,5,0
inboorling,1770,0.6343575776542628,0.29836139763478164,9,50,5,5,0
inboorling,1780,0.5846028440733028,0.2810830061675967,9,50,5,5,0
inboorling,1790,0.2870845891853877,0.11329308275454586,9,50,5,5,0
moor,1700,0.6242937176236245,0.14446879893445808,9,50,5,5,1
moor,1710,0.6096940494200016,0.1467242653995121,9,50,5,5,1
moor,1720,0.7284199561851591,0.09774860529952269,9,50,5,5,1
moor,1730,0.7067812723590411,0.09864829734032611,9,50,5,5,1
moor,1740,0.7288798758120293,0.08605049992949192,9,50,5,5,1
moor,1750,0.7263042914289151,0.11036495726998041,9,50,5,5,1
moor,1760,0.7389991293566325,0.1082758124209812,9,50,5,5,1
moor,1770,0.6327833985926898,0.12245202104736001,9,50,5,5,1
moor,1780,0.6946481137005786,0.11856419132395085,9,50,5,5,1
moor,1790,0.6482283990661604,0.06790069799513024,9,50,5,5,1
inboorling,1700,0.36911583267473014,0.16533553502472656,9,50,5,5,1
inboorling,1710,0.11490696430754364,0.07147107642705565,9,50,5,5,1
inboorling,1720,0.6238525619797536,0.1836293913271666,9,50,5,5,1
inboorling,1730,0.5706247381195094,0.2189869397811544,9,50,5,5,1
inboorling,1740,0.5928001913455011,0.23895911259630312,9,50,5,5,1
inboorling,1750,0.629940237234655,0.1992291957845822,9,50,5,5,1
inboorling,1760,0.6167852896972221,0.21189272716908775,9,50,5,5,1
inboorling,1770,0.4490946170047487,0.2210455263163633,9,50,5,5,1
