word,decade,mean_sim,std_sim,n_comparisons,vector_size,window,min_count,sg
moor,1750,0.8571241116114711,0.03407734439365056,9,100,3,1,1
moor,1760,0.8440758893932035,0.03160479044095886,9,100,3,1,1
moor,1770,0.8611947261632918,0.024908008767796634,9,100,3,1,1
moor,1780,0.8726164004657436,0.030907288111935365,9,100,3,1,1
moor,1790,0.8656815646836775,0.042623891072742205,9,100,3,1,1
inboorling,1700,0.5056007570438172,0.1358667975785808,9,100,3,1,1
inboorling,1710,0.3982279057909659,0.04660421434191792,9,100,3,1,1
inboorling,1720,0.6953800813103067,0.1360757681716309,9,100,3,1,1
inboorling,1730,0.7205442407826268,0.13855619225937196,9,100,3,1,1
inboorling,1740,0.713258813042327,0.18777836952810759,9,100,3,1,1
inboorling,1750,0.6934682658363801,0.19908073453103559,9,100,3,1,1
inboorling,1760,0.6945111425159712,0.19587665001290092,9,100,3,1,1
inboorling,1770,0.7164392421805066,0.17669516897918194,9,100,3,1,1
inboorling,1780,0.7402977484305154,0.18160054142746776,9,100,3,1,1
inboorling,1790,0.4504472570177342,0.10807424998264797,9,100,3,1,1
moor,1700,0.8447347004529848,0.06295353959756897,9,100,3,2,0
moor,1710,0.8663202493195468,0.053235393844177255,9,100,3,2,0
moor,1720,0.8865919585465295,0.0350541839167813,9,100,3,2,0
moor,1730,0.8835786977267058,0.039697109428297954,9,100,3,2,0
moor,1740,0.9016536870277364,0.028085428182193638,9,100,3,2,0
moor,1750,0.893704205477344,0.04301375701743525,9,100,3,2,0
moor,1760,0.8760411225374138,0.05095342712869318,9,100,3,2,0
moor,1770,0.8953622537475499,0.03470035108261596,9,100,3,2,0
moor,1780,0.8970565239527465,0.04259278198933781,9,100,3,2,0
moor,1790,0.888876019679167,0.034409869864238975,9,100,3,2,0
inboorling,1700,0.4925686597941011,0.1913197289454633,9,100,3,2,0
inboorling,1710,0.3777971745461472,0.029103692498758806,9,100,3,2,0
inboorling,1720,0.7686080478390094,0.14208062960869802,9,100,3,2,0
inboorling,1730,0.7237384617861402,0.2096053845927612,9,100,3,2,0
inboorling,1740,0.7384965329412153,0.22384392535223757,9,100,3,2,0
inboorling,1750,0.7574601193289008,0.21712616791566075,9,100,3,2,0
inboorling,1760,0.7551204324214161,0.2015477767487977,9,100,3,2,0
inboorling,1770,0.7586080564416583,0.21095115716367316,9,100,3,2,0
inboorling,1780,0.7525510525321046,0.22610643200296965,9,100,3,2,0
inboorling,1790,0.6058646433043324,0.1603502150861062,9,100,3,2,0
moor,1700,0.8357783868090229,0.037671933902342455,9,100,3,2,1
moor,1710,0.8495618112187416,0.03602258707750582,9,100,3,2,1
moor,1720,0.8418790058454912,0.023295489282122907,9,100,3,2,1
moor,1730,0.8311110123407895,0.013822945474794296,9,100,3,2,1
moor,1740,0.8490780310789091,0.02631462135262186,9,100,3,2,1
moor,1750,0.8684439195469822,0.01860931114655066,9,100,3,2,1
moor,1760,0.8380853140865699,0.03240123409020337,9,100,3,2,1
moor,1770,0.8470018589983792,0.020024336117094414,9,100,3,2,1
moor,1780,0.8470000200768085,0.02863899911960878,9,100,3,2,1
moor,1790,0.8574918241890497,0.029115499497999076,9,100,3,2,1
inboorling,1700,0.7899940377446811,0.046200148259139165,9,100,3,2,1
inboorling,1710,0.7344121637569829,0.03588263450268076,9,100,3,2,1
inboorling,1720,0.8122806470966072,0.041231639602602496,9,100,3,2,1
inboorling,1730,0.7956821371939019,0.029732381159984545,9,100,3,2,1
inboorling,1740,0.8177375957052045,0.059421240811552346,9,100,3,2,1
inboorling,1750,0.8440302651307788,0.045112578789406985,9,100,3,2,1
inboorling,1760,0.8145558818532079,0.05297791849787233,9,100,3,2,1
inboorling,1770,0.8166306144333335,0.0468629343400146,9,100,3,2,1
inboorling,1780,0.8141277098207942,0.05977594212618931,9,100,3,2,1
inboorling,1790,0.8239664260360202,0.03526273647252101,9,100,3,2,1
moor,1700,0.7957839082744393,0.07436222510747537,9,100,3,3,0
moor,1710,0.7839531211097338,0.08127333496213808,9,100,3,3,0
moor,1720,0.8704564037086374,0.0455566337493372,9,100,3,3,0
moor,1730,0.8750994677639999,0.053809666682464556,9,100,3,3,0
moor,1740,0.8685473007301208,0.05032620852353524,9,100,3,3,0
moor,1750,0.8655893674472205,0.06914891398750397,9,100,3,3,0
moor,1760,0.8563320873574374,0.06661900479631024,9,100,3,3,0
moor,1770,0.8336769791308515,0.07397782255390879,9,100,3,3,0
moor,1780,0.855596270590834,0.07145001539274357,9,100,3,3,0
moor,1790,0.8626128341244773,0.025092071434901442,9,100,3,3,0
inboorling,1700,0.48717130290368577,0.1804465644123758,9,100,3,3,0
inboorling,1710,0.38226607276667535,0.040857927110062274,9,100,3,3,0
inboorling,1720,0.7667695005210552,0.15746101821792724,9,100,3,3,0
inboorling,1730,0.7590966724114101,0.19214002561372984,9,100,3,3,0
inboorling,1740,0.7273220514570843,0.22431306444973095,9,100,3,3,0
inboorling,1750,0.7458194807646065,0.22077888585821123,9,100,3,3,0
inboorling,1760,0.721947181387733,0.2433365017231572,9,100,3,3,0
inboorling,1770,0.7313999643520389,0.21149093321524562,9,100,3,3,0
inboorling,1780,0.7546860282894831,0.2074817848793248,9,100,3,3,0
inboorling,1790,0.5626606069728521,0.16155546830731482,9,100,3,3,0
moor,1700,0.7773841679776878,0.05244188135718526,9,100,3,3,1
moor,1710,0.826810134181948,0.04289911017737425,9,100,3,3,1
moor,1720,0.8362759774935602,0.035391423765224576,9,100,3,3,1
moor,1730,0.8362172178900958,0.03196128813706533,9,100,3,3,1
moor,1740,0.8374275085604912,0.036918680606070384,9,100,3,3,1
moor,1750,0.834252901234767,0.041640237678827484,9,100,3,3,1
moor,1760,0.8209087729250949,0.04444372278803748,9,100,3,3,1
moor,1770,0.8450523081821452,0.022166125499088054,9,100,3,3,1
moor,1780,0.825505647159879,0.03594302355700798,9,100,3,3,1
moor,1790,0.8238401151954117,0.021656232308323475,9,100,3,3,1
inboorling,1700,0.6786643429299132,0.060212244388835434,9,100,3,3,1
inboorling,1710,0.6490039190587458,0.05145046333716807,9,100,3,3,1
inboorling,1720,0.8055274665741745,0.05041240916295178,9,100,3,3,1
inboorling,1730,0.7920707995889085,0.06460788389522076,9,100,3,3,1
inboorling,1740,0.7972307461475793,0.08094599835672843,9,100,3,3,1
inboorling,1750,0.7912813929859871,0.09618400988238851,9,100,3,3,1
inboorling,1760,0.7651166558417403,0.10865931164847137,9,100,3,3,1
inboorling,1770,0.8014983117746194,0.07042199708063275,9,100,3,3,1
inboorling,1780,0.774652828425586,0.09175951379243168,9,100,3,3,1
inboorling,1790,0.7796540716163886,0.03873885474955932,9,100,3,3,1
moor,1700,0.6860303062311817,0.13361927878729354,9,100,3,4,0
moor,1710,0.6721505904184104,0.13928656713353565,9,100,3,4,0
moor,1720,0.8146844096341112,0.11363929218440924,9,100,3,4,0
moor,1730,0.8279038574681907,0.11180883807651665,9,100,3,4,0
moor,1740,0.8202199205042466,0.11732418339592203,9,100,3,4,0
moor,1750,0.8411387694472566,0.11318635704503832,9,100,3,4,0
moor,1760,0.8138130644419372,0.13482995727748748,9,100,3,4,0
moor,1770,0.7972632500318958,0.13058987428929375,9,100,3,4,0
moor,1780,0.8100680772027254,0.12598912318306596,9,100,3,4,0
moor,1790,0.7864117043115872,0.05194708189354836,9,100,3,4,0
inboorling,1700,0.2926268400100381,0.05701763890762,9,100,3,4,0
inboorling,1710,0.24014457278530005,0.040042932127793245,9,100,3,4,0
inboorling,1720,0.7014265743688948,0.2464981008509138,9,100,3,4,0
inboorling,1730,0.6910797714534631,0.28345421640496543,9,100,3,4,0
inboorling,1740,0.7020901651713269,0.2696111712495115,9,100,3,4,0
inboorling,1750,0.7072548860060077,0.2886646346280148,9,100,3,4,0
inboorling,1760,0.7025856087008571,0.2801395290899825,9,100,3,4,0
inboorling,1770,0.6737532489486833,0.29561209981034536,9,100,3,4,0
inboorling,1780,0.6850130302971703,0.29050302752402274,9,100,3,4,0
inboorling,1790,0.3241474476685,0.075071857804427,9,100,3,4,0
moor,1700,0.734684329973701,0.08619866124249453,9,100,3,4,1
moor,1710,0.7189726560377564,0.09227977811063168,9,100,3,4,1
moor,1720,0.8037184308161688,0.0668422022728253,9,100,3,4,1
moor,1730,0.8241521946153054,0.06745733705106817,9,100,3,4,1
moor,1740,0.8201765844039023,0.080118994054663,9,100,3,4,1
moor,1750,0.8248171226243455,0.06784085421991332,9,100,3,4,1
moor,1760,0.8147111493646602,0.07643728658992777,9,100,3,4,1
moor,1770,0.7918514569855462,0.09864911353384392,9,100,3,4,1
moor,1780,0.8056022871549569,0.0721860299920277,9,100,3,4,1
moor,1790,0.7715835419875725,0.022496539590228105,9,100,3,4,1
inboorling,1700,0.4319710097248027,0.07580928140624148,9,100,3,4,1
inboorling,1710,0.3126798066922224,0.022261837897228968,9,100,3,4,1
inboorling,1720,0.7216060737643256,0.1722165717967057,9,100,3,4,1
inboorling,1730,0.7229597814520231,0.19771467714072663,9,100,3,4,1
inboorling,1740,0.74662450084771,0.18844582332572737,9,100,3,4,1
inboorling,1750,0.7370861614396502,0.19739756798609417,9,100,3,4,1
inboorling,1760,0.7196117699035807,0.19869412098660985,9,100,3,4,1
inboorling,1770,0.6996226282883399,0.2082495958228514,9,100,3,4,1
inboorling,1780,0.69437679027513,0.21293304770598015,9,100,3,4,1
inboorling,1790,0.6158940961209667,0.12356765999804745,9,100,3,4,1
moor,1700,0.5966384198005472,0.18591621930407232,9,100,3,5,0
moor,1710,0.5752219938277459,0.19615871510078978,9,100,3,5,0
moor,1720,0.8047153179386429,0.14801829645183212,9,100,3,5,0
moor,1730,0.7922232232121122,0.16773298431486874,9,100,3,5,0
moor,1740,0.7831864036267626,0.167086427655908,9,100,3,5,0
moor,1750,0.7952648898522806,0.1640869218070931,9,100,3,5,0
moor,1760,0.7673118322773524,0.19912159614894695,9,100,3,5,0
moor,1770,0.7594691648963675,0.17981911836920406,9,100,3,5,0
moor,1780,0.7750444468448169,0.15764619227794371,9,100,3,5,0
moor,1790,0.7510159309131965,0.07310590747596686,9,100,3,5,0
inboorling,1700,0.1939317827091476,0.051291279932110447,9,100,3,5,0
inboorling,1710,0.15905703892765927,0.039816981755496944,9,100,3,5,0
inboorling,1720,0.6689242218334432,0.3064494275208534,9,100,3,5,0
inboorling,1730,0.6505497044076871,0.34216448750518247,9,100,3,5,0
inboorling,1740,0.6376057926426325,0.34872612314248846,9,100,3,5,0
inboorling,1750,0.6535961398380602,0.34717622555729855,9,100,3,5,0
inboorling,1760,0.6613680932586572,0.33377504556733445,9,100,3,5,0
inboorling,1770,0.6398390714675393,0.3361103215236377,9,100,3,5,0
inboorling,1780,0.6332951990061512,0.3452818107307312,9,100,3,5,0
inboorling,1790,0.15876253490308834,0.04316140053559076,9,100,3,5,0
moor,1700,0.5847765296579669,0.15729848185765452,9,100,3,5,1
moor,1710,0.572933129837075,0.16277415688970126,9,100,3,5,1
moor,1720,0.773770772189303,0.14466936685107581,9,100,3,5,1
moor,1730,0.7903669855001267,0.11279918725510253,9,100,3,5,1
moor,1740,0.7700440608899576,0.12768875839176716,9,100,3,5,1
moor,1750,0.7642844441073067,0.14130227876542303,9,100,3,5,1
moor,1760,0.7377289624247274,0.1776029005204188,9,100,3,5,1
moor,1770,0.7384661955704444,0.1554648840312298,9,100,3,5,1
moor,1780,0.761702377488989,0.14083398636616648,9,100,3,5,1
moor,1790,0.7349911653442884,0.03619819433168319,9,100,3,5,1
inboorling,1700,0.22661839254814442,0.0646445573411682,9,100,3,5,1
inboorling,1710,0.16955982305086653,0.032635226683409575,9,100,3,5,1
inboorling,1720,0.6657628879252478,0.25908859970471976,9,100,3,5,1
inboorling,1730,0.6487060400621031,0.27847856951022637,9,100,3,5,1
inboorling,1740,0.6297346097056375,0.2933591302898193,9,100,3,5,1
inboorling,1750,0.6583376060541096,0.2631261857317726,9,100,3,5,1
inboorling,1760,0.6480966491587343,0.27183495594519896,9,100,3,5,1
inboorling,1770,0.6113588787147437,0.2922644569514196,9,100,3,5,1
inboorling,1780,0.6199696466547988,0.2829459421010975,9,100,3,5,1
inboorling,1790,0.3606864013012048,0.07728361720038744,9,100,3,5,1
moor,1700,0.8610280121174484,0.08513450325407979,9,100,5,1,0
moor,1710,0.8663394171742081,0.08223760503551662,9,100,5,1,0
moor,1720,0.9047306730308767,0.02264270133421223,9,100,5,1,0
moor,1730,0.8778514991944935,0.03947283808252648,9,100,5,1,0
moor,1740,0.9154457111424308,0.02064094309610687,9,100,5,1,0
moor,1750,0.9049781008967384,0.033288831156218626,9,100,5,1,0
moor,1760,0.8925878577996704,0.03159027280255156,9,100,5,1,0
moor,1770,0.8482468565474951,0.0698182608194465,9,100,5,1,0
moor,1780,0.8591059338313877,0.06986958733060994,9,100,5,1,0
moor,1790,0.8865773581040551,0.06783101571608252,9,100,5,1,0
inboorling,1700,0.31406092291671805,0.2356263893874689,9,100,5,1,0
inboorling,1710,0.166471097909586,0.055593721883099335,9,100,5,1,0
inboorling,1720,0.4607071375907767,0.2119208392395468,9,100,5,1,0
inboorling,1730,0.5270460231662708,0.17427645189633542,9,100,5,1,0
inboorling,1740,0.5405939769261932,0.33917650307399594,9,100,5,1,0
inboorling,1750,0.5837224990736197,0.3216692743877527,9,100,5,1,0
inboorling,1760,0.591955194063304,0.31712775246814046,9,100,5,1,0
inboorling,1770,0.6210704313595532,0.2808828723172392,9,100,5,1,0
inboorling,1780,0.620026445586145,0.2853524279315079,9,100,5,1,0
inboorling,1790,0.23974697190797592,0.19043205208188824,9,100,5,1,0
moor,1700,0.8512018779726181,0.03948344288897568,9,100,5,1,1
moor,1710,0.8619465546760077,0.03826373586715054,9,100,5,1,1
moor,1720,0.8560230694375631,0.02455465850406699,9,100,5,1,1
moor,1730,0.8440390494557499,0.02339939394747818,9,100,5,1,1
moor,1740,0.8734592837941817,0.01812643653795798,9,100,5,1,1
moor,1750,0.8472550467065469,0.031188668884124117,9,100,5,1,1
moor,1760,0.880301162581233,0.015530361495754177,9,100,5,1,1
moor,1770,0.8295273888474989,0.028879677647386835,9,100,5,1,1
moor,1780,0.8693834489594789,0.013892381258461876,9,100,5,1,1
moor,1790,0.8582476751302307,0.03351438642461439,9,100,5,1,1
inboorling,1700,0.7729683860023007,0.04535517831133692,9,100,5,1,1
inboorling,1710,0.6987765659866237,0.04168269898026503,9,100,5,1,1
inboorling,1720,0.8145906361425844,0.03498658660271114,9,100,5,1,1
inboorling,1730,0.7999285240266398,0.06452335791406708,9,100,5,1,1
inboorling,1740,0.8214194354130928,0.07397953194286978,9,100,5,1,1
inboorling,1750,0.8055664661400637,0.07465369644215251,9,100,5,1,1
inboorling,1760,0.8410195208102391,0.060712136691446046,9,100,5,1,1
inboorling,1770,0.785992797119349,0.07524279166639328,9,100,5,1,1
inboorling,1780,0.8302029385000949,0.06066320247165616,9,100,5,1,1
inboorling,1790,0.7681547677241398,0.03969743008851746,9,100,5,1,1
moor,1700,0.8771719752516169,0.04853842498068831,9,100,5,2,0
moor,1710,0.8830976870374115,0.04364505891518072,9,100,5,2,0
moor,1720,0.8996904301085235,0.024250775451083888,9,100,5,2,0
moor,1730,0.8931064987019925,0.02196766899759048,9,100,5,2,0
moor,1740,0.9028907852730951,0.023924717200408382,9,100,5,2,0
moor,1750,0.898096433852043,0.03471852248729736,9,100,5,2,0
moor,1760,0.877738564515289,0.03473596468975222,9,100,5,2,0
moor,1770,0.9057804663672656,0.01674571291033939,9,100,5,2,0
moor,1780,0.8990192028179878,0.02838202305184391,9,100,5,2,0
moor,1790,0.891950218164242,0.03324467089975997,9,100,5,2,0
inboorling,1700,0.6125987153807999,0.13554975980976028,9,100,5,2,0
inboorling,1710,0.4954027982551648,0.02649296692871955,9,100,5,2,0
inboorling,1720,0.8145057888461701,0.12240774698862322,9,100,5,2,0
inboorling,1730,0.7848325196672615,0.15117527679604056,9,100,5,2,0
inboorling,1740,0.7769211114712431,0.18334839342135167,9,100,5,2,0
inboorling,1750,0.8064508263072299,0.16044401640271275,9,100,5,2,0
inboorling,1760,0.798792589334112,0.14183195850007835,9,100,5,2,0
inboorling,1770,0.7962100796057159,0.1612086134633884,9,100,5,2,0
inboorling,1780,0.7932741425959835,0.17219532628105796,9,100,5,2,0
inboorling,1790,0.6951731490553943,0.11887812299159509,9,100,5,2,0
moor,1700,0.8112008848941733,0.043660117354316685,9,100,5,2,1
moor,1710,0.8242187047620652,0.04352067017517159,9,100,5,2,1
moor,1720,0.8219259956609163,0.023327162993761127,9,100,5,2,1
moor,1730,0.8003828340595434,0.018393546801228556,9,100,5,2,1
moor,1740,0.8209065345734206,0.019139209071110472,9,100,5,2,1
moor,1750,0.8276322734606184,0.023133552518780527,9,100,5,2,1
moor,1760,0.8023599515560603,0.03356607987536809,9,100,5,2,1
moor,1770,0.8305941667235222,0.02713897317451813,9,100,5,2,1
moor,1780,0.8235810786483881,0.032974496233097485,9,100,5,2,1
moor,1790,0.8318437330292459,0.0376489766395146,9,100,5,2,1
inboorling,1700,0.7872219781987868,0.058800190236122256,9,100,5,2,1
inboorling,1710,0.7941130073056292,0.061206760253305285,9,100,5,2,1
inboorling,1720,0.7883399222222329,0.04313239208731931,9,100,5,2,1
inboorling,1730,0.7527259512015854,0.04777876111739585,9,100,5,2,1
inboorling,1740,0.7863539289704212,0.02106938911714249,9,100,5,2,1
inboorling,1750,0.7989145911088552,0.016635027137497576,9,100,5,2,1
inboorling,1760,0.7670298900796877,0.03991240348189966,9,100,5,2,1
inboorling,1770,0.7552538017610773,0.043178981029486314,9,100,5,2,1
inboorling,1780,0.748585581359672,0.03327896432924015,9,100,5,2,1
inboorling,1790,0.8054764768800329,0.05672061585831009,9,100,5,2,1
moor,1700,0.7987585224673746,0.07181310347215912,9,100,5,3,0
moor,1710,0.8072394138406908,0.07348198054545493,9,100,5,3,0
moor,1720,0.867614620156146,0.0531145626745799,9,100,5,3,0
moor,1730,0.8841997003812332,0.039666297126649416,9,100,5,3,0
moor,1740,0.8807454720769916,0.0459062520876666,9,100,5,3,0
moor,1750,0.8790245765037317,0.06435967382844829,9,100,5,3,0
moor,1760,0.8719520772694195,0.06581681599295208,9,100,5,3,0
moor,1770,0.8410273592525443,0.06345480507596919,9,100,5,3,0
moor,1780,0.8622705376521717,0.07052155051131118,9,100,5,3,0
moor,1790,0.872795891482333,0.015498123095470448,9,100,5,3,0
inboorling,1700,0.47500730719394885,0.15479898849889834,9,100,5,3,0
inboorling,1710,0.4295227791512057,0.04177463588794255,9,100,5,3,0
inboorling,1720,0.7967066167674476,0.14195083959855773,9,100,5,3,0
inboorling,1730,0.7818616010556444,0.1774671512316036,9,100,5,3,0
inboorling,1740,0.766565889081714,0.2076783647726975,9,100,5,3,0
inboorling,1750,0.777220542616883,0.2095364724802131,9,100,5,3,0
inboorling,1760,0.7708100103023283,0.21213294342921374,9,100,5,3,0
inboorling,1770,0.7490899886477247,0.1974621640170504,9,100,5,3,0
inboorling,1780,0.7844172189905885,0.18922868473712462,9,100,5,3,0
inboorling,1790,0.7081937280281072,0.10680026709182835,9,100,5,3,0
moor,1700,0.7593680202853756,0.05653323766294831,9,100,5,3,1
moor,1710,0.7942693360257952,0.05002377537224646,9,100,5,3,1
moor,1720,0.797410727009795,0.0357299790930745,9,100,5,3,1
moor,1730,0.79362316062395,0.039002229533335035,9,100,5,3,1
moor,1740,0.8108072503598708,0.034288983776662445,9,100,5,3,1
moor,1750,0.8250867486154098,0.03850147200957826,9,100,5,3,1
moor,1760,0.7845969792699156,0.04780186831870963,9,100,5,3,1
moor,1770,0.7681075630066254,0.04160293194701526,9,100,5,3,1
moor,1780,0.7882255390306097,0.03659630274668642,9,100,5,3,1
moor,1790,0.7958000291927096,0.021820228378970696,9,100,5,3,1
inboorling,1700,0.699957173475334,0.08127392294412422,9,100,5,3,1
inboorling,1710,0.7182797127849658,0.08553145754814681,9,100,5,3,1
inboorling,1720,0.764958277238706,0.06232921996167183,9,100,5,3,1
inboorling,1730,0.7421581082357535,0.06414355692271072,9,100,5,3,1
inboorling,1740,0.7710289756514744,0.054399944469470926,9,100,5,3,1
inboorling,1750,0.7910139537322264,0.053214736075526715,9,100,5,3,1
inboorling,1760,0.7334819837679197,0.0688107218423133,9,100,5,3,1
inboorling,1770,0.7027467134862523,0.06459172399891308,9,100,5,3,1
inboorling,1780,0.6673681244037994,0.06660098557137353,9,100,5,3,1
inboorling,1790,0.76356777022793,0.04967224745077782,9,100,5,3,1
moor,1700,0.6944227165395493,0.12638522392283474,9,100,5,4,0
moor,1710,0.6581810671860663,0.1392152204362979,9,100,5,4,0
moor,1720,0.8243232017675411,0.11240823498332855,9,100,5,4,0
moor,1730,0.8226638501938917,0.1256876187446587,9,100,5,4,0
moor,1740,0.834368248722287,0.10798613337108655,9,100,5,4,0
moor,1750,0.8358362341368014,0.12226854858438398,9,100,5,4,0
moor,1760,0.8214459208280344,0.1295625857905925,9,100,5,4,0
moor,1770,0.7934421293098973,0.13224625715269406,9,100,5,4,0
moor,1780,0.8132418759435507,0.12215623774773868,9,100,5,4,0
moor,1790,0.7918273703698625,0.03835887125843297,9,100,5,4,0
inboorling,1700,0.3569922142927011,0.06327776802249606,9,100,5,4,0
inboorling,1710,0.25577451133530016,0.04255880501721763,9,100,5,4,0
inboorling,1720,0.7286191591119848,0.228578693970207,9,100,5,4,0
inboorling,1730,0.7071621995610129,0.269232865796828,9,100,5,4,0
inboorling,1740,0.728919328692971,0.2495623725734157,9,100,5,4,0
inboorling,1750,0.7284699904057814,0.262865162927619,9,100,5,4,0
inboorling,1760,0.7173714651661723,0.2656453061774251,9,100,5,4,0
inboorling,1770,0.6847085605802852,0.2762526212735008,9,100,5,4,0
inboorling,1780,0.7027821513628741,0.27019762655758106,9,100,5,4,0
inboorling,1790,0.3771020393880151,0.09032400057316792,9,100,5,4,0
moor,1700,0.722281860108092,0.07967925265698773,9,100,5,4,1
moor,1710,0.6777449363947651,0.09563257993795143,9,100,5,4,1
moor,1720,0.7558666481768719,0.0728238187915859,9,100,5,4,1
moor,1730,0.7681192339533229,0.06306623706240103,9,100,5,4,1
moor,1740,0.8064900841329699,0.06437844446482288,9,100,5,4,1
moor,1750,0.7823818181650184,0.07110650585510594,9,100,5,4,1
moor,1760,0.7864908785405963,0.06440022680068441,9,100,5,4,1
moor,1770,0.709351063997808,0.09090804385125834,9,100,5,4,1
moor,1780,0.7593241715980551,0.06473254439958426,9,100,5,4,1
moor,1790,0.7350878376030279,0.028007008442327272,9,100,5,4,1
inboorling,1700,0.5006527047281254,0.09139197159605207,9,100,5,4,1
inboorling,1710,0.3640561686010939,0.08029507124418776,9,100,5,4,1
inboorling,1720,0.6874184725946281,0.1319421237976669,9,100,5,4,1
inboorling,1730,0.6630924872793277,0.17024323808780234,9,100,5,4,1
inboorling,1740,0.7226031813946744,0.14357895640894094,9,100,5,4,1
inboorling,1750,0.7093204595673968,0.14427507014798482,9,100,5,4,1
inboorling,1760,0.6934018177222003,0.13325792795536567,9,100,5,4,1
inboorling,1770,0.5451753369807035,0.15750763133229628,9,100,5,4,1
inboorling,1780,0.6083428034567531,0.15241401686354072,9,100,5,4,1
inboorling,1790,0.6242739176230414,0.11101379453350053,9,100,5,4,1
moor,1700,0.595852335881757,0.1816832896327344,9,100,5,5,0
moor,1710,0.5673660508179821,0.19330042728595573,9,100,5,5,0
moor,1720,0.8023963893866458,0.15209181447440606,9,100,5,5,0
moor,1730,0.8003006684386027,0.16148354652960833,9,100,5,5,0
moor,1740,0.7768830145599401,0.16868562965700942,9,100,5,5,0
moor,1750,0.8037268403927862,0.16593165584747574,9,100,5,5,0
moor,1760,0.7730667869743593,0.19091084507115313,9,100,5,5,0
moor,1770,0.7511417243784545,0.18472004394909725,9,100,5,5,0
moor,1780,0.7689845034664017,0.16589224936383704,9,100,5,5,0
moor,1790,0.749131183764335,0.06409556803719639,9,100,5,5,0
inboorling,1700,0.22417913475476256,0.05339994449347949,9,100,5,5,0
inboorling,1710,0.18478252486302774,0.043511029263443954,9,100,5,5,0
inboorling,1720,0.676740172123319,0.3012677979774423,9,100,5,5,0
inboorling,1730,0.6668894699241079,0.3255257348743774,9,100,5,5,0
inboorling,1740,0.6435973183994482,0.3362205720706292,9,100,5,5,0
inboorling,1750,0.6874593548810464,0.3151581823759165,9,100,5,5,0
inboorling,1760,0.6720963070744924,0.3192531662406297,9,100,5,5,0
inboorling,1770,0.6418431513542481,0.3263216484112645,9,100,5,5,0
inboorling,1780,0.6407571849422916,0.3315750759009237,9,100,5,5,0
inboorling,1790,0.1894559617216478,0.044042355669294674,9,100,5,5,0
moor,1700,0.590630235583046,0.1532698871553795,9,100,5,5,1
moor,1710,0.5728044055661905,0.16103889180140474,9,100,5,5,1
moor,1720,0.7578115268493322,0.1497558199425655,9,100,5,5,1
moor,1730,0.7869330659527355,0.0960312907594758,9,100,5,5,1
moor,1740,0.7535259348348292,0.13473618177258664,9,100,5,5,1
moor,1750,0.7591504748807052,0.13464994575652278,9,100,5,5,1
moor,1760,0.7564197184177536,0.14454000994733732,9,100,5,5,1
moor,1770,0.6976353686225264,0.15669640368154134,9,100,5,5,1
moor,1780,0.7589632046862209,0.12542065271551434,9,100,5,5,1
moor,1790,0.722486174979369,0.0475648154345193,9,100,5,5,1
inboorling,1700,0.28736763908949603,0.08803917661580031,9,100,5,5,1
inboorling,1710,0.19725009316927344,0.04149446911957533,9,100,5,5,1
inboorling,1720,0.6560516659436534,0.22042073234529622,9,100,5,5,1
inboorling,1730,0.6438815835301113,0.23337637834633185,9,100,5,5,1
inboorling,1740,0.6205872144035844,0.2576322315396646,9,100,5,5,1
inboorling,1750,0.6575690028900382,0.21383340347293267,9,100,5,5,1
inboorling,1760,0.6383007930195314,0.23492920286492983,9,100,5,5,1
inboorling,1770,0.5122394796667797,0.2185301782404579,9,100,5,5,1
inboorling,1780,0.5549092115002179,0.2137042766635565,9,100,5,5,1
inboorling,1790,0.4383099282350961,0.12128955281359319,9,100,5,5,1
moor,1700,0.8671115684119838,0.07229149912455608,9,100,7,1,0
moor,1710,0.8716885492059555,0.06930352267128279,9,100,7,1,0
moor,1720,0.9077410783929454,0.019933114400346376,9,100,7,1,0
moor,1730,0.8891109625734033,0.040806541815556256,9,100,7,1,0
moor,1740,0.9150890689962333,0.015307130042422875,9,100,7,1,0
moor,1750,0.9100115305506127,0.02127935249054258,9,100,7,1,0
moor,1760,0.8827901709646448,0.04290662993990073,9,100,7,1,0
moor,1770,0.8620085217023097,0.058867238407505754,9,100,7,1,0
moor,1780,0.8837320179699028,0.05084468205960387,9,100,7,1,0
moor,1790,0.8961066438480967,0.05540339867767637,9,100,7,1,0
inboorling,1700,0.3529998385621055,0.20722824782557958,9,100,7,1,0
inboorling,1710,0.21710206386569225,0.045766296393359135,9,100,7,1,0
inboorling,1720,0.554452474307516,0.1880017089615117,9,100,7,1,0
inboorling,1730,0.6185781917189387,0.18985233610961708,9,100,7,1,0
inboorling,1740,0.6090747594131087,0.29742624540484375,9,100,7,1,0
inboorling,1750,0.6338966226724586,0.29358744499104095,9,100,7,1,0
inboorling,1760,0.6454393918977183,0.28130317659609294,9,100,7,1,0
inboorling,1770,0.6591815658835561,0.2624839476554626,9,100,7,1,0
inboorling,1780,0.6631728076187233,0.27695834212368,9,100,7,1,0
inboorling,1790,0.2819952710638066,0.16089690716322558,9,100,7,1,0
moor,1700,0.8273134938070612,0.043211651165273555,9,100,7,1,1
moor,1710,0.8543377499194662,0.03605172034916156,9,100,7,1,1
moor,1720,0.8271256904321466,0.01794713747494549,9,100,7,1,1
moor,1730,0.8362860427519894,0.023729977454688654,9,100,7,1,1
moor,1740,0.8688343674947956,0.03334643342746581,9,100,7,1,1
